iter	MultiClass
371	0.03604335174
372	0.03592484266
373	0.03583583025
374	0.03578552351
375	0.03571680104
376	0.0355783684
377	0.03552808906
378	0.03543883855
379	0.03538972045
380	0.03534054042
381	0.03519497647
382	0.03505328167
383	0.03495182745
384	0.03490056385
385	0.03475562723
386	0.03468064771
387	0.03460192113
388	0.03452049835
389	0.03442901103
390	0.03438453974
391	0.03426254068
392	0.03419466933
393	0.03410649799
394	0.03405196043
395	0.03399988851
396	0.03387463421
397	0.03380584217
398	0.03373651063
399	0.03369720762
400	0.0335643648
401	0.03334913297
402	0.03320638245
403	0.03309973927
404	0.03304712607
405	0.03288051226
406	0.0328515016
407	0.03276865684
408	0.03268648052
409	0.03263074208
410	0.03259153781
411	0.03255088337
412	0.03244647766
413	0.03231849579
414	0.03226427423
415	0.03220693895
416	0.03212196719
417	0.03202312923
418	0.0319683054
419	0.0318063917
420	0.03175735752
421	0.03167047792
422	0.03155625961
423	0.03150003954
424	0.03138623733
425	0.03130173213
426	0.03115263427
427	0.03110090268
428	0.03102943631
429	0.03093364399
430	0.03079267265
431	0.03073644926
432	0.0306345977
433	0.03059484574
434	0.03049003881
435	0.03041269177
436	0.03035335599
437	0.03023305536
438	0.03016241278
439	0.03004161374
440	0.02995841656
441	0.02993211226
442	0.02985178498
443	0.02977166957
444	0.02973639523
445	0.02967491457
446	0.02962759768
447	0.02956341897
448	0.02954326896
449	0.02952505119
450	0.02946159449
451	0.02941396912
452	0.02933044694
453	0.02925728068
454	0.02921797162
455	0.02919027006
456	0.0291192084
457	0.02907420967
458	0.02904033772
459	0.02900206912
460	0.02888778544
461	0.02879795477
462	0.02872439977
463	0.02866559507
464	0.02861072796
465	0.02858050905
466	0.02853068352
467	0.02849423002
468	0.02838499597
469	0.02832677696
470	0.02826699472
471	0.0282251741
472	0.02819165045
473	0.02811715235
474	0.02806208392
475	0.02792975387
476	0.02789158718
477	0.02785464805
478	0.0277834021
479	0.02773082399
480	0.02763109171
481	0.0275462563
482	0.02746961823
483	0.02743141664
484	0.02738127619
485	0.02732891336
486	0.02727730738
487	0.02721943883
488	0.02714191852
489	0.02709940213
490	0.02707208448
491	0.0269932101
492	0.02694936664
493	0.02691286545
494	0.02688028494
495	0.02683724264
496	0.02675633485
497	0.02671854562
498	0.02660967313
499	0.02651953126
500	0.02648636307
501	0.02646568349
502	0.02641185122
503	0.02636262979
504	0.02631811682
505	0.02629486424
506	0.02619487592
507	0.02608490028
508	0.02602247217
509	0.02595453035
510	0.02589947144
511	0.02580406205
512	0.0257145993
513	0.02566505152
514	0.02561035728
515	0.02558804481
516	0.02550866172
517	0.02544287582
518	0.02538531593
519	0.02535757696
520	0.02532316083
521	0.0252632416
522	0.0252245125
523	0.02515468229
524	0.02513896598
525	0.02510372136
526	0.02505811109
527	0.02499428016
528	0.02494291223
529	0.02485587992
530	0.0248028931
531	0.02476450428
532	0.02469886818
533	0.02467381466
534	0.0246142482
535	0.02456892369
536	0.0244779328
537	0.02444417783
538	0.02438528676
539	0.0242060592
540	0.0241528087
541	0.02410860006
542	0.02407213587
543	0.02402815589
544	0.02397663334
545	0.02390451942
546	0.02379806125
547	0.02377441539
548	0.02372316369
549	0.02365805146
550	0.02353744856
551	0.02350900086
552	0.02337583302
553	0.02330613694
554	0.02321924839
555	0.02317148887
556	0.0231134346
557	0.02307626712
558	0.02302612308
559	0.02299162587
560	0.02296324783
561	0.0229195323
562	0.02288456789
563	0.02281613626
564	0.02277296818
565	0.02268855126
566	0.02264969056
567	0.02258147415
568	0.02255516535
569	0.02253099433
570	0.02250111836
571	0.02243942816
572	0.0223551499
573	0.02230427853
574	0.02225494502
575	0.02220790625
576	0.02215450809
577	0.02210488727
578	0.02204365932
579	0.02198802993
580	0.02192931155
581	0.02190529674
582	0.02188582663
583	0.02186361723
584	0.02182111712
585	0.02173938141
586	0.02170355832
587	0.02163408104
588	0.0215407414
589	0.02150512397
590	0.02146547383
591	0.02142468205
592	0.02134294838
593	0.02131283164
594	0.0212845648
595	0.02125008369
596	0.02119514775
597	0.02117034735
598	0.0211185326
599	0.02108685414
600	0.02103854602
601	0.02099816933
602	0.0209666849
603	0.02094620048
604	0.02091992341
605	0.02090469131
606	0.02085999523
607	0.02083599069
608	0.02075394633
609	0.02073777125
610	0.02068698029
611	0.02066189568
612	0.02062529385
613	0.02059856001
614	0.02054196895
615	0.02051181681
616	0.02043668609
617	0.02040584088
618	0.02038756547
619	0.02035093846
620	0.02028122768
621	0.02023062949
622	0.02019789262
623	0.02016173318
624	0.02009431188
625	0.02003471085
626	0.02000610644
627	0.0199171192
628	0.01988637697
629	0.01986238568
630	0.01983413104
631	0.01982212605
632	0.01979977206
633	0.01977348472
634	0.01973739479
635	0.01966048493
636	0.01961229089
637	0.01957741703
638	0.01956494617
639	0.01952462104
640	0.01942051114
641	0.0193746329
642	0.01935659201
643	0.01933577625
644	0.01930177967
645	0.01926278215
646	0.01923543307
647	0.01916017761
648	0.01911906794
649	0.01908796842
650	0.01906348506
651	0.01897199893
652	0.01892879136
653	0.01890764091
654	0.01887598203
655	0.01885075872
656	0.01882687529
657	0.01878401261
658	0.01874362537
659	0.01871539006
660	0.01867286207
661	0.01864366512
662	0.01859898358
663	0.01854190797
664	0.01851793083
665	0.01848497838
666	0.01843352608
667	0.01840809136
668	0.01837210987
669	0.01835408461
670	0.01832595998
671	0.01827662846
672	0.01825604542
673	0.01822768461
674	0.01820831386
675	0.01816851859
676	0.01814613601
677	0.01810094409
678	0.01807480351
679	0.01805563191
680	0.01803505368
681	0.01798159422
682	0.01793252877
683	0.01791992195
684	0.01788020737
685	0.01783639524
686	0.01781399602
687	0.0177974933
688	0.01777363967
689	0.01773691505
690	0.01770394031
691	0.01767378277
692	0.01763996791
693	0.01761376976
694	0.01759236728
695	0.01757430704
696	0.01754402867
697	0.01747836727
698	0.01743690796
699	0.01741730535
700	0.01739419008
701	0.01735763625
702	0.01732327328
703	0.01729770804
704	0.01726627383
705	0.01724301223
706	0.01722702867
707	0.01720663023
708	0.01719239087
709	0.01715518432
710	0.01711853832
711	0.01708029708
712	0.01703934695
713	0.01701413791
714	0.01699335981
715	0.01696345558
716	0.01694535047
717	0.0169317202
718	0.01687209672
719	0.01685414616
720	0.01681354746
721	0.01678989407
722	0.01676745542
723	0.01674541314
724	0.01672692811
725	0.01668596875
726	0.01667706056
727	0.01662520899
728	0.01658456648
729	0.01657753795
730	0.01654086207
731	0.01651895183
732	0.01646091853
733	0.01643597609
734	0.01641318978
735	0.01637119032
736	0.01635119175
737	0.01632448917
738	0.01629510647
739	0.01627406754
740	0.0162605597
741	0.01624885968
742	0.01620095965
743	0.01619399051
744	0.01616869942
745	0.01612355404
746	0.01610081191
747	0.01607228556
748	0.01605247024
749	0.01602639187
750	0.0159982756
751	0.01597655189
752	0.01596497968
753	0.01593428639
754	0.01588720411
755	0.01586512448
756	0.01583886671
757	0.01581421621
758	0.01581012181
759	0.01577517575
760	0.01572837832
761	0.01571229399
762	0.01570123232
763	0.01567947828
764	0.01562710049
765	0.01559806074
766	0.01558406018
767	0.01556655255
768	0.01553318241
769	0.01550876209
770	0.01547814871
771	0.01545253543
772	0.01543016125
773	0.01538524359
774	0.01535389516
775	0.01534587066
776	0.01530402404
777	0.01528842656
778	0.01525926654
779	0.01524744324
780	0.01523314789
781	0.01519831263
782	0.01518457632
783	0.01516234052
784	0.01513794475
785	0.01510705959
786	0.0150911499
787	0.01507826203
788	0.01503574289
789	0.01502765016
790	0.01500978053
791	0.01498480362
792	0.01495469449
793	0.0149390205
794	0.0149254497
795	0.01491401677
796	0.01489559404
797	0.01488160847
798	0.01485893805
799	0.01483626422
800	0.01480824436
801	0.01477440539
802	0.01476692366
803	0.01475311016
804	0.0147304303
805	0.01470713812
806	0.01467777568
807	0.01465913635
808	0.0146408816
809	0.01461956706
810	0.01459491481
811	0.01456328925
812	0.01453624713
813	0.01451696818
814	0.01446743489
815	0.0144530578
816	0.01443787551
817	0.01440963045
818	0.01434798337
819	0.01433005158
820	0.01431068126
821	0.01430534608
822	0.0142835372
823	0.01427148848
824	0.01423967808
825	0.01422300423
826	0.01420842151
827	0.01419834702
828	0.01416392272
829	0.01413470043
830	0.01411836736
831	0.01408546322
832	0.01407031976
833	0.01402826386
834	0.01398011974
835	0.01395819761
836	0.0139394879
837	0.01390834866
838	0.01389333418
839	0.01388432711
840	0.01386972758
841	0.0138630406
842	0.0138425654
843	0.0138250929
844	0.01380137949
845	0.01379217955
846	0.01374755521
847	0.01372904915
848	0.0137179108
849	0.01369831944
850	0.01368552278
851	0.01367455955
852	0.01365449243
853	0.01363254073
854	0.01361919819
855	0.01359746671
856	0.01357773875
857	0.013566004
858	0.01355335661
859	0.01354474558
860	0.01352147206
861	0.01351191558
862	0.01348359889
863	0.01343726548
864	0.01339398843
865	0.01338108248
866	0.01335117457
867	0.01334060184
868	0.01332188773
869	0.01329739817
870	0.01327997406
871	0.01326787972
872	0.01325716854
873	0.0132351111
874	0.01322362157
875	0.01318314205
876	0.01315743205
877	0.01314362215
878	0.01313695675
879	0.01312372715
880	0.01311574763
881	0.01310791456
882	0.01308163499
883	0.01305810711
884	0.01304169227
885	0.01301770081
886	0.01299244826
887	0.01298285577
888	0.01295109145
889	0.01293630674
890	0.01292973797
891	0.01291578991
892	0.01290335009
893	0.0128862215
894	0.01287146346
895	0.01284842525
896	0.01283863251
897	0.01282871923
898	0.01280562544
899	0.01277134266
900	0.01275933132
901	0.01274452126
902	0.01272386307
903	0.01269925172
904	0.01269038049
905	0.01267661996
906	0.01265091508
907	0.01263906989
908	0.01262489931
909	0.01260854512
910	0.01260148737
911	0.01258740695
912	0.01255979036
913	0.01254663177
914	0.01252985569
915	0.01250586368
916	0.01248537415
917	0.01245300178
918	0.0124407179
919	0.01243318964
920	0.01241367486
921	0.01240190445
922	0.01239420632
923	0.01238311462
924	0.01235605979
925	0.01231979477
926	0.01231304901
927	0.01228479711
928	0.01227007011
929	0.01226198286
930	0.01224504083
931	0.01221736812
932	0.01219991279
933	0.01218859888
934	0.0121786731
935	0.01215702949
936	0.01214709639
937	0.01213436235
938	0.01211253116
939	0.01208285169
940	0.01206686458
941	0.01205223622
942	0.01204629256
943	0.01203758351
944	0.01202556387
945	0.01201261917
946	0.01198725019
947	0.01197261071
948	0.01196699107
949	0.01195559338
950	0.0119431189
951	0.01193111998
952	0.0119163905
953	0.01191121405
954	0.01190281825
955	0.01186503668
956	0.01183626243
957	0.01182330512
958	0.0118103606
959	0.01178329055
960	0.01177405272
961	0.01176274576
962	0.01174896878
963	0.01174205198
964	0.01170804098
965	0.01170005388
966	0.01167861068
967	0.01166468541
968	0.01163620044
969	0.01163005631
970	0.01160033274
971	0.01158537274
972	0.01157096943
973	0.0115413973
974	0.01152045985
975	0.0115084994
976	0.01150222948
977	0.01149685407
978	0.01148945151
979	0.01147074768
980	0.01146139502
981	0.01144953461
982	0.01142206523
983	0.01140742928
984	0.01139620076
985	0.01138701059
986	0.01137381143
987	0.01136680906
988	0.01136047625
989	0.0113537786
990	0.01133795245
991	0.01132689991
992	0.01131941585
993	0.01130724749
994	0.01129457225
995	0.01127412054
996	0.01126782366
997	0.01125876597
998	0.01124139144
999	0.01122768353
